LawToolBox MCP	Community	Manage legal deadlines, matters, and calendars directly from Claude — powered by LawToolBox's rules-based deadline engine.
LawVu	Community	Operating system for in-house legal teams
Layers	Community	Build, test, and manage Shopify search, merchandising, recommendations, and analytics in Layers using natural language, with live collaborative editing and agent workflows.
Leadrat Real Estate CRM	Community	Manage real estate leads, update CRM records, and track your sales pipeline directly from Claude.
LedgerHQ	Community	Work with your LedgerHQ books in Claude. Run financial reports, search transactions, code and post bank activity, create journal entries, and reconcile accounts.
LedgerMCP	Community	Free bookkeeping / accounting software. AI is now your accountant.
LegalInk AI — Inka	Community	India's AI legal drafting companion
Lev for Claude	Interactive Community	Manage CRE debt workflows
Levitate	New Community	Manage your relationships
Librari	Community	Search and read your contract library with Claude
LimaCharlie	Community	LimaCharlie SecOps Platform
Limodia	Community	Find and compare luxury car services
Litmus MCP	Community	Connect Claude to Litmus Edge industrial devices through your Litmus MCP Server.
Logimu Shopping	Community	Real Amazon & Walmart shopping data covering US, UK, DE, CA, AU, ES, IT, FR, JP, BR, MX — current prices, live stock, real ratings, and ranked product shortlists. Free, no signup: 30 queries a day.
Longbridge	Community	Quotes, research, and portfolio analysis for US and HK markets
Loop Returns	Interactive Community	Manage, review, and resolve your returns
magicplan	Community	Read your magicplan workspace in Claude — floor plans, measurements, on-site forms, photos, moisture readings, and estimates
MailerSend	Community	Send and manage transactional email through MailerSend — compose and send messages, set up domains, track delivery and analytics, and verify email addresses, all from chat.
Markifact	New Interactive Community	Create, manage, and analyze Google Ads, Meta Ads, GA4, and 30+ marketing platforms
Matchory	Community	Find, evaluate, and organise suppliers with Matchory's supplier discovery and market intelligence.
Meilleurtaux	Interactive Community	Simuler un emprunt immobilier
Mention Me	New Community	Get instant insights on your referral performance data.
Meta Ads by Windsor.ai	New Trending Community	Connect Facebook & Instagram Ads (Meta) to Claude: query ad spend, ROAS, conversions, and campaign performance in plain language, then pause campaigns or adjust budgets. By Windsor.ai.
MetricDuck	Community	Audit-grade SEC data for your AI workflows: financials, filings & 323+ metrics for 5,500+ US companies — every figure traceable to its source filing — plus source-labeled earnings-call & IR commentary
Milan Metro Status	Interactive Community	Real-time Milan Metro Status
Mindy	Community	Federal contracting intelligence for AI agents — SAM opportunities, incumbents, GSA pricing, and win playbooks, grounded in real government data.
Minhas Economias	Community	Consulte seu patrimônio, investimentos e transações financeiras direto no Claude, com dados de renda fixa, fundos, FIIs e ações.
Miss U More	Community	One button to tell one person you miss them.
Mnemom	Community	Read any AI agent's Continuous Trust Rating, verify it cryptographically, and earn a verifiable identity of your own — trust infrastructure built for agents.
Mobile Text Alerts	Community	Send and schedule text messages as well as add subscribers and groups directly in your Mobile Text Alerts account
MongoDB Atlas	Community	Manage MongoDB Atlas resources and read & write cluster data
Moody's Credit MCP	(none)	Risk insights, analytics, and decision intelligence
Moody's Growth & Strategy	New Community	Insights that fuel GTM growth
Motion4Rent	Community	Rent wheelchairs & mobility scooters, delivered
Motive MCP	Community	Manage dealership websites, inventory, and merchandising from Claude.
mrmarket.ai	Community	Ad-hoc analysis of US-listed stocks in English.
Nausika	Community	Real maritime data for AI — forecasts, routes, tides
NetExplorer	Community	Connect your NetExplorer platform to Claude
Newsflash	Community	Real-time corroborated news events + multi-year archive
Nextatlas	New Community	Nextatlas gives Claude real-time access to trend forecasts, consumer signals, and emerging entities across markets — search, track, and predict what's next.
Ninjo	Community	Build, deploy, and optimize Ninjo AI sales agents that turn Instagram and WhatsApp DMs into revenue.
nordata.io	Interactive Community	Data from the Norwegian Business Registry
Normal Framework	Community	Normal Framework — Building Automation
Norman Finance	Community	Invoicing, bookkeeping, and tax filing for entrepreneurs — create invoices, categorize transactions, and file VAT returns right from Claude.
Normhyra.ai	Community	Swedish normhyra calculation engine – convert rents, process rent rolls, generate PDF reports.
Norrsent - Agentic Risk Management & GRC	Community	Access your company's risk register, controls, incidents, mitigation strategies, action plansl and controls.
Notehub	Community	Ask your connected products anything
NyquistAI MedTech	Community	Access the latest FDA medical device intelligence
Offri	Community	Offri enables you to create great looking proposals quickly.
Ofia: PDF & Document Creator	Community	Create and edit polished PDFs, reports, research papers and professional documents directly in Claude.
Ollang	Community	The AI Language Execution Platform -- Enterprise Localization
Omnivio Lens	Community	The end of "Let me check and get back to you with numbers"
Oneteam	Community	The modern Employee Experience platform to connect, train, and retain the people who represent your brand every day.
Orca Scan	Community	Build barcode systems in chat
Orphex	Community	Track campaigns, analyze creatives, and monitor competitors across 35+ ad platforms
Osiro	Community	Your agency in the pocket
OSuite	Community	Govern Claude with approvals and audit trails
Otnox	Community	Search live public tenders across 80+ markets: filter by country, category and value, profile buyers, and score opportunities for your company
Outset	Community	AI-moderated user research platform
OWOX Data Marts	Community	Query your analyst-governed data marts for trusted answers — real metrics and joins, no hallucinated SQL — and schedule recurring reports, right inside Claude.
Pace AI	Community	Live context on every deal
Paddock Finance	Community	Paddock is the data layer for AI agent commerce.
PaidSync.ai	New Community	AI ad management across 13 platforms. Audit campaigns, find wasted spend, optimize Google Ads, Meta, TikTok, LinkedIn, Snapchat & ChatGPT Ads, plus Google Analytics, Tag Manager & Merchant Center.
Parker	Community	Your AI creative strategist inside Claude. Analyze Meta ad performance, research competitors, mine reviews, and generate winning ad briefs, all in one place.
Patlytics	(none)	Prior art, claims, and portfolio search
PayHero	Community	Ask questions about your PayHero payroll data
PEAK Account	Community	Thailand's online accounting software — create invoices, track expenses, and manage finances for your SME.
Pearl	Community	Spending, subscriptions, budgets, and net worth — business and personal. Set a savings or payoff goal and Pearl tracks you to it.
Pearler	Community	Long term investing made easy
Pemo	Community	Search, access, and analyze your Pemo finances
Perceptis	Community	Create and edit branded PowerPoint slides and decks from a prompt using your team's templates, then download the finished .pptx, all inside Claude.
Perspective: Funnel & Landing Page Builder	Community	Build, publish & optimize high-converting funnels and landing pages
PhotonCommerce	Interactive Community	AI OCR Agents 99.9%+accuracy
Pierview	Community	Access your AI Search mentions, citations, & LLM traffic data with the most robust LLM Marketing solution.
Pingcore	Community	PingCore MCP Server — Deploy and Manage Game Server Infrastructure with Claude
Plane	Community	Manage Plane projects, work items & wikis in Claude
Platoon AI	Community	Search, summarize, and pull quotes from your own interview notes and transcripts.
POHODA – AI účtovný konektor od ÚčtoMost	Community	Čítanie a zápis dát POHODA
Point Hacks	Interactive Community	Find and compare Australian credit card and frequent flyer offers from Point Hacks.
PolicyNote	Community	Search global policy data
POMA Grill	Community	Turn any file into AI-searchable context.
PontaHR	Community	Search candidates, applications, and hiring reports
Popl	Community	Your AI assistant for event lead capture. Enrich, analyze, prospect, and report on event data.
PosterMyWall	Interactive Community	Millions of free templates for any business or occasion
PostGrid	Community	Connect the digital and physical world: send direct mail (letters, postcards, checks, and more) and verify postal addresses at scale.
PredictLeads	Community	Get real-time structured company signals: job postings, news, tech stacks, financing events.
Pricewatcha	Community	Turn any product URL into price intelligence
Print.com	New Community	Get inspired,configure and price print products from our full catalogue and manage Print.com orders without leaving Claude.
PrivCo	Community	Private-company financials, funding, deals & contacts
Profit.co MCP	Community	Connect Profit.co to Claude — create objectives, update key results, manage tasks, and check in on OKR progress without leaving your conversation.
Progus Subscriptions	Community	Manage your Shopify subscriptions with Claude
PttAVM	Community	PttAVM kataloğunda ürün arayın ve karşılaştırın
Pushwoosh ManyMoney	(none)	Drive your Pushwoosh project in natural language — build segments, presets, and customer journeys, diagnose delivery, and analyze campaign performance, right from your AI client.
Pyplan	Community	Chat with your Pyplan planning and analytics applications
Qmutator	Community	Your Qmutator workspace in chat — onboard product feeds, clean catalog data, and ship QFlow pipelines in plain language.
quran.ai	Interactive Community	Qur'an + AI, grounded not guesswork — by quran.com
Rally MCP	(none)	Find participant, pull study data and create studies
RAMMP	Community	Diagnose why marketing isn't working
Rapidata	Community	Collect real human feedback from Rapidata's global crowd without leaving Claude
Ratehub Mortgage	Community	Find and compare Canada's best mortgage rates
Rdash	Community	Bring your RDash construction data into Claude — query projects, orders, invoices, schedules, and daily progress reports in plain language.
Rebrandly	New Community	Create and manage branded short links on your own domain, then track how they perform, without leaving Claude.
Receiptor AI	Community	Find, organize, and visualize your financial documents
Reclaim.ai	Interactive	Advanced scheduling for personal and work calendars
RECOG	Community	RECOG で感謝のレターを贈り、称賛の投稿をシェアし、チームとトークでやり取り。
Redox	Community	Manage, configure, monitor, and automate your Redox environment from the comfort of your AI agent of choice.
Reevo	Community	Use Claude to search, read, and update your Reevo CRM.
Reformat	Interactive Community	One-click Word document formatting for legal teams.
RelPro	Community	Quality Leads. Actionable Intelligence. Your Way.
Remesh	Community	Research conversations with real people at scale. Design studies, recruit audiences, launch conversations, and explore results without leaving your workflow.
Render	(none)	Create, deploy, and manage your Render cloud infrastructure with natural language.
RepSpec	Community	Lighting specification engine
Resolve AI	Community	AI for Prod: Agents for your on-call, incident investigations, and production tasks
Reverse Contact	New Interactive Community	LinkedIn profile and company enrichment from a URL, an email address, or a name.
Rezonant	Community	Give your coding agent live access to your Rezonant product specs, PRDs, and tasks.
Rhizome AI	Interactive Community	Know what your regulator thinks
Rhythm Systems	Community	Strategic plans, goals & KPIs
RiConnect	Community	The compliance infrastructure for OSHA & HSE — query assets, inspections, rentals, and manufacturing records from RiConnect.
Riley	Community	Riley turns your fragmented customer data into live context for Claude, pipeline, usage, conversations, and health signals, so every answer is grounded in how your business actually works.
Rimo Voice	Community	AI議事録サービス「Rimo Voice」の会議メモをClaudeから直接検索・参照・Q&Aできます
Rocketlane	Community	Manage projects, tasks and teams in Rocketlane
Rockhopper	Community	Spreadsheet audit and observability for finance teams working with AI agents.
RothGPT	Community	Roth conversion analysis — the recommended conversion and exactly what it earns.
Routific	Community	Route optimization for agents, free up to 8 addresses.
S&P - Deterministic Retrieval	(none)	Deterministic access to S&P Global data
S&P Global - Adaptive Retrieval	(none)	Flexible data access for complex workflows
Safeguard	Community	Safeguard & Self-heal your Software Supply Chain
Sanction Scanner	Community	AML compliance for Claude — screen names, check adverse media, manage cases, and run compliance reports using your SanctionScanner account.
Savvly	Interactive Community	Explore Savvly MCP: retirement projections, eligibility, comparisons, and FAQs for an SEC-registered fund that pairs full market upside with later-life longevity payouts.
Scholar Feed	Community	Semantic and citation search CS/AI/ML research papers.
Scispot.io	Community	The AI-native lab operating system for modern life science teams
Seltz	Community	Real-time web search for AI agents, from an index built for AI agents.
Sendd MCP	Community	Manage your Sendd Store and Sendd Market business: create and update products, track orders and customers, run coupons and events, and pull sales analytics, all from within Claude.
Senzing	Community	Entity resolution: point Claude at your data, it does the work, and you have results today.
SEOcrawl AI	New Interactive Community	Your Search Console, SEO tasks and audits in chat
Sharable Link	Community	Share anything you make in Claude as a clean, public link (you can also password protect it).
Shoptet	Community	Manage your Shoptet store
SiD Corp MCP	Community	An product from SiD Corp to connect with MCP
Signara	Community	Verified KPIs and insights from your data, no AI guessing
Simpliciter	Community	Simpliciter legal research in Claude
Simply.com public	Community	Check availability of domains
skilder	Community	One place to build, share, and govern the skills and tools your AI agents use at work.
Skipo	Community	Read-only access to your Skipo account — check balances, transactions, deposits, withdrawals, and conversions in natural language, right inside Claude
Sleekplan	Community	Bring your Sleekplan workspace into Claude: triage and merge user feedback, summarize what top voters want, analyze survey results, and draft changelog entries — from your real product data.
Slice	Community	Connect Claude to Slice for read-only access to your cap table, securities, ownership, equity plans, valuations, compliance tickets, and equity workflows.
Slingshot	Community	Plan, track, and update Slingshot work in chat
Smarter Drafter	(none)	Draft client-ready legal documents from your firm's approved templates, inside Claude.
Solo MCP	New Community	Answers product questions and keeps your help center documentation up to date
Soracom Knowledge	Community	Search official Soracom docs and API references
Source Library	Community	Search ~15K ancient texts in English
SPACInsider	Community	Query SPACInsider read-only database: SPAC universe, historical snapshots, participants, league tables, corporate actions, lockups, and earnouts.
SPARK by SILEX	Community	Talk to your structured products portfolio
Sponsara	New Community	Price YouTube sponsorships and review offers
Spotsnow	Community	Podcast advertising and market intelligence
Squad AI	Community	Decision intelligence for product teams. Turn the noise of scattered feedback into signal you can build on with confidence.
Stable.com	Interactive Community	Swap info and order tracking
STACK	Community	Work with your STACK construction takeoffs and estimates from your AI assistant — find, review, create, and update projects in plain language, no code.
StatCite	Community	Official economic statistics with full citations, plus a verifier that checks any claimed figure against the source.
Steadybit	Community	Find reliability risks in your systems: design, run, and analyze chaos experiments.
Stealthium	Community	One control plane for GPU health, network, operations, & security: Across every chip, every cloud, every region.
Stratws	Community	AI Strategic Management
Structured Reflection	Community	Structured Reflection helps Claude debug ideas and decisions by talking through them step by step, just like a classic developer rubber‑ducking session.
subscline	Community	Claudeからサブスクライン（LINEマーケティングCRM）のデータを参照し、配信・ユーザーグループ・自動応答・クーポン・プラン・リッチメニューなどを「下書き/無効状態」で作成できます。公開・配信は管理画面での承認が必要です。
Suger	Community	Manage your AWS, Azure, and GCP Marketplace business from Claude — private offers, buyers, entitlements, usage-based billing, revenue reporting, and multi-cloud co-sell.
SumIt	Community	SumIt helps authorized family office users query their family office accounting data.
Supademo	Community	Create, edit, and organize interactive product demos, showcases, and demo hubs using natural language, without leaving Claude.
Supercut	Community	Turn your recordings into answers, docs, tickets, or SOPs.
swissrailways	Interactive Community	Book Swiss Travel Pass, Swiss Travel Pass Flex or Swiss Half Fare Card directly in Claude — from product selection to secure payment link, all in one conversation.
Syncro	Community	Create, update, and bill Syncro work from Claude
Synthflow	Community	Build and manage AI voice agents from chat
table	Community	Find and save relationship context from your table account.
TableLink	Community	Find a TableLink restaurant, book a table from chat.
Talarion	Community	Keep your AI up to date.
TaskLite	Community	Instant backend: database, REST API, and a ready admin
Taverity	Community	Turn "text my past clients Happy Thanksgiving" into personal texts you review and send from your own iPhone.
Teamspective	Community	Get leadership insights
Teamwork.com	Interactive Community	Search, create, and manage Teamwork.com client projects
TempGuru Event Staffing	New Community	W-2 event staffing for US and CA markets
Tempreon	New Community	The layer that knows you and makes AI yours. Tempreon carries your identity, preferences, and decision rules into every AI you use — and learns from every session, so your AI compounds.
Textalize MCP	New Community	Meeting insights
Textmagic	Community	Send & track SMS and manage contacts from chat
Ticketbox.vn	Community	Discover live events across Vietnam — concerts, theatre, shows — and book on Ticketbox.
Tiendanube	Community	Creá, gestioná, analizá y automatizá tu Tiendanube
Timeless	Community	Agentic meeting platform
timr	Community	Drive your timr time tracking from Claude — start and stop working times, log project and drive time, manage absences, and see what's running.
TipRanks Financial Data	Community	Wall Street research for AI: analyst ratings, Smart Score, price targets, technicals, options, insider & hedge-fund activity, earnings, news, and your TipRanks portfolios.
Token Terminal	New Community	Token Terminal MCP brings institutional-grade blockchain data into Claude
Torii	Community	Discover, manage, and optimize your company's SaaS apps, licenses, contracts, and user access — directly from Claude.
TotalCtrl	Community	Bring your TotalCtrl workspace into Claude — look up and update CRM, projects, tasks, support tickets, notes, surveys, analytics, and more.
Trace	Community	AI native technographics: Explore and enrich with tech stacks, parter ecosystems, jobs data and more for millions of companies
Tracxn	Community	Tracxn data intelligence, directly in your Claude.
Trata	Community	Access Trata's library of anonymous hedge-fund analyst debates directly from Claude.
Trioteca Hipotecas	Interactive Community	Calcula costes hipotecarios
Trustgrid	Community	The Trustgrid MCP server lets AI assistants query and report on your Trustgrid network status and configuration.
TUI	Interactive Community	Find hotels and experiences with TUI
Twelve Data	Community	Real-time prices, 100+ technical indicators, and fundamentals for stocks, forex, crypto, and ETFs — ask in plain English, no API knowledge needed.
Twinfield AI Connect, by iWebDevelopment	Community	Your Twinfield bookkeeping, now on speaking terms with your AI assistant.
TwinMind	Community	AI notes & Memory
Two Minute Reports For Marketing Analytics	Community	Analyze PPC, SEO, social, ecommerce & email marketing data from Facebook Ads (Meta), Google Ads, TikTok Ads, LinkedIn Ads, Google Analytics 4, Amazon Ads, Shopify and 25+ platforms in one place
Typeform	Community	Create forms, analyze responses, and automate workflows
ualet	Community	Understand your personal finances
Unifyr	Community	The agentic Partner Relationship Management (PRM) and Channel Sales and Marketing (TCMA) platform for indirect channel sales
Unstructured Foundation	Interactive Community	Unlock rich knowledge from complex, diverse documents
Upflow MCP	Community	Connect Claude to your Upflow AR data — track invoices, monitor collections, and manage cash application in natural language.
Userbrain	Community	Access your usability test data
USLege	Community	Search and track legislation across U.S. state legislatures—bills, votes, committees, statutes, hearings, and lobbying - organized with tracks, dashboards, and alerts.
Valossa Assistant	Community	Ask your videos anything — get answers, soundbites and clips, inside Claude. EU-based.
Valuecase App	New Community	Search, create and update Valuecase spaces
ValYou	Community	Ask Claude about your net worth, wealth ranking, and financial future.
Velvoite	Community	EU regulatory obligations, deadlines & enforcement
Vendooly	Community	Query your Amazon Seller and Ads data in natural language and prepare actions on prices, stock and campaigns. Every write requires your confirmation.
Vergabe Dashboard	Community	Ausschreibungen finden, ohne Portale zu durchforsten
Vertiso Memory	Community	Portable, durable memory for every AI agent you use
Vitally MCP	Community	Official Vitally MCP for AI-Powered Customer Success
Vivid MCP	Community	Open a Vivid Business account right from your AI chat
Vocci	Community	Search and act on your Vocci AI ring voice memory
VoIP.ms (Unofficial)	Community	Manage your VoIP.ms account from Claude — phone numbers, SMS and MMS, voicemail, call routing, and billing, all in plain language.
Voluum	(none)	Manage and analyze your Voluum ad-tracking campaigns directly from Claude.
Voris	Community	Privacy-first analytics for the new AI digital age
Wattwin	Community	Digitaliza la venta y ejecución de proyectos de energía
Weave Fabric	Community	Your life's context, in conversation.
Well	Community	Query and act on your entire business from Claude: invoices, contacts, transactions, accounts, and the 140+ tools you already use, unified in one context graph.
WeTransfer	Community	Send files from your chat via WeTransfer — get a shareable link or email them to recipients, using your own WeTransfer account.
Wherobots Spatial AI Assistant	Community	Query and analyze physical-world data at scale
Windmill	Community	Manage and run your Windmill scripts and workflow
WitCloud	New Community	Ask your marketing, sales and ecommerce data anything
Within	(none)	Explore your org's processes
withPICA	New Interactive Community	manage your music catalog
WoopDrive	Community	Find rental cars and prices on WoopDrive
WorkflowMAX	Community	Connect Claude to WorkflowMAX to manage jobs, quotes, invoices, timesheets and clients – turning your practice management data into instant answers and actions, without leaving the conversation.
WPJshop	Community	Manage your WPJshop e-commerce solution effortlessly with AI
Xflow	Interactive Community	FX rates, forecasts & insights
Yespark MCP Public	New Community	Trouvez et réservez un parking à l'heure ou à la journée près de votre destination, partout en France et en Europe.
YourBI	New Community	Analyse your hospitality data with Claude
YPulse Insights	Community	Gen Z and Millennial consumer insights from YPulse, directly in Claude.
Ysaere	Community	Traceable AI research swarms for deal teams — due diligence, market, competitive, and angel, intelligence with a receipt.
Yuno	Community	Ask your Yuno analytics
ZenHR	Community	Connect ZenHR with Claude to generate HR reports, executive presentations, workforce insights, and actionable recommendations in seconds.
Zentrik	Community	Turn user needs into prioritized, traceable product work. Signals, insights, opportunities and initiatives, all linked to what the customers and your team said.
Zight MCP	Community	Let AI agents retrieve visual and technical context from Zight links, including recordings, transcripts, OCR, request videos, console logs, and network data.
ZMAXINC	Community	Contact center outsourcing
Zoho Show	(none)	Create, edit and manage presentation decks
Zoie	Community	Find and manage leads, contacts, and conversations from your Zoie CRM.
Zoom Revenue Accelerator Connector	Community	Search conversations, analyze deal pipelines, review scorecards, and access team performance data — all through natural language.
ZTR — Temporal Registry	Community	Verification timestamping for AI-assisted professional work. Creates eIDAS-qualified contemporaneous records proving that human review occurred.
